 frequency       v(inoise_spectrum) v(onoise_spectrum)
 3.66738442e+02  2.58754333e-07  6.09581971e-06 
 3.75195331e+02  2.55822619e-07  6.02675342e-06 
 3.83847234e+02  2.52924146e-07  5.95847023e-06 
 3.92698648e+02  2.50058537e-07  5.89096127e-06 
 4.01754173e+02  2.47225420e-07  5.82421777e-06 
 4.11018515e+02  2.44424426e-07  5.75823105e-06 
 4.20496491e+02  2.41655193e-07  5.69299253e-06 
 4.30193027e+02  2.38917359e-07  5.62849375e-06 
 4.40113162e+02  2.36210570e-07  5.56472631e-06 
 4.50262052e+02  2.33534473e-07  5.50168194e-06 
 4.60644974e+02  2.30888721e-07  5.43935245e-06 
 4.71267322e+02  2.28272970e-07  5.37772972e-06 
 4.82134619e+02  2.25686881e-07  5.31680577e-06 
 4.93252513e+02  2.23130116e-07  5.25657266e-06 
 5.04626783e+02  2.20602344e-07  5.19702258e-06 
 5.16263340e+02  2.18103237e-07  5.13814779e-06 
 5.28168234e+02  2.15632469e-07  5.07994063e-06 
 5.40347650e+02  2.13189720e-07  5.02239354e-06 
 5.52807921e+02  2.10774672e-07  4.96549905e-06 
 5.65555523e+02  2.08387012e-07  4.90924976e-06 
 5.78597080e+02  2.06026429e-07  4.85363836e-06 
 5.91939372e+02  2.03692616e-07  4.79865764e-06 
 6.05589334e+02  2.01385271e-07  4.74430043e-06 
 6.19554061e+02  1.99104093e-07  4.69055969e-06 
 6.33840810e+02  1.96848786e-07  4.63742842e-06 
 6.48457008e+02  1.94619057e-07  4.58489973e-06 
 6.63410251e+02  1.92414616e-07  4.53296679e-06 
 6.78708313e+02  1.90235177e-07  4.48162284e-06 
 6.94359143e+02  1.88080457e-07  4.43086123e-06 
 7.10370877e+02  1.85950175e-07  4.38067535e-06 
 7.26751838e+02  1.83844055e-07  4.33105868e-06 
 7.43510539e+02  1.81761823e-07  4.28200478e-06 
 7.60655691e+02  1.79703209e-07  4.23350727e-06 
 7.78196206e+02  1.77667945e-07  4.18555984e-06 
 7.96141200e+02  1.75655767e-07  4.13815628e-06 
 8.14500001e+02  1.73666413e-07  4.09129042e-06 
 8.33282151e+02  1.71699624e-07  4.04495616e-06 
 8.52497412e+02  1.69755146e-07  3.99914750e-06 
 8.72155772e+02  1.67832725e-07  3.95385847e-06 
 8.92267449e+02  1.65932112e-07  3.90908320e-06 
 9.12842895e+02  1.64053059e-07  3.86481586e-06 
 9.33892805e+02  1.62195323e-07  3.82105070e-06 
 9.55428121e+02  1.60358663e-07  3.77778204e-06 
 9.77460036e+02  1.58542838e-07  3.73500426e-06 
 1.00000000e+03  1.56747615e-07  3.69271178e-06 
 1.02305973e+03  1.54972759e-07  3.65089913e-06 
 1.04665121e+03  1.53218039e-07  3.60956087e-06 
 1.07078670e+03  1.51483228e-07  3.56869162e-06 
 1.09547876e+03  1.49768101e-07  3.52828607e-06 
 1.12074020e+03  1.48072433e-07  3.48833898e-06 
 1.14658417e+03  1.46396006e-07  3.44884516e-06 
 1.17302409e+03  1.44738602e-07  3.40979946e-06 
 1.20007371e+03  1.43100004e-07  3.37119683e-06 
 1.22774708e+03  1.41480000e-07  3.33303224e-06 
 1.25605860e+03  1.39878379e-07  3.29530073e-06 
 1.28502297e+03  1.38294934e-07  3.25799740e-06 
 1.31465525e+03  1.36729459e-07  3.22111741e-06 
 1.34497085e+03  1.35181749e-07  3.18465596e-06 
 1.37598551e+03  1.33651605e-07  3.14860832e-06 
 1.40771537e+03  1.32138827e-07  3.11296979e-06 
 1.44017690e+03  1.30643219e-07  3.07773575e-06 
 1.47338699e+03  1.29164586e-07  3.04290163e-06 
 1.50736290e+03  1.27702737e-07  3.00846289e-06 
 1.54212228e+03  1.26257481e-07  2.97441506e-06 
 1.57768320e+03  1.24828630e-07  2.94075371e-06 
 1.61406415e+03  1.23415999e-07  2.90747448e-06 
 1.65128404e+03  1.22019404e-07  2.87457304e-06 
 1.68936220e+03  1.20638664e-07  2.84204510e-06 
 1.72831844e+03  1.19273600e-07  2.80988646e-06 
 1.76817299e+03  1.17924033e-07  2.77809292e-06 
 1.80894658e+03  1.16589790e-07  2.74666036e-06 
 1.85066040e+03  1.15270695e-07  2.71558469e-06 
 1.89333613e+03  1.13966579e-07  2.68486187e-06 
 1.93699595e+03  1.12677271e-07  2.65448791e-06 
 1.98166255e+03  1.11402603e-07  2.62445887e-06 
 2.02735916e+03  1.10142412e-07  2.59477085e-06 
 2.07410951e+03  1.08896531e-07  2.56541998e-06 
 2.12193792e+03  1.07664800e-07  2.53640245e-06 
 2.17086923e+03  1.06447059e-07  2.50771449e-06 
 2.22092889e+03  1.05243149e-07  2.47935237e-06 
 2.27214291e+03  1.04052915e-07  2.45131241e-06 
 2.32453791e+03  1.02876200e-07  2.42359097e-06 
 2.37814113e+03  1.01712853e-07  2.39618444e-06 
 2.43298042e+03  1.00562722e-07  2.36908926e-06 
 2.48908429e+03  9.94256577e-08  2.34230191e-06 
 2.54648190e+03  9.83015124e-08  2.31581892e-06 
 2.60520309e+03  9.71901401e-08  2.28963683e-06 
 2.66527837e+03  9.60913964e-08  2.26375224e-06 
 2.72673897e+03  9.50051384e-08  2.23816180e-06 
 2.78961683e+03  9.39312250e-08  2.21286218e-06 
 2.85394464e+03  9.28695167e-08  2.18785009e-06 
 2.91975583e+03  9.18198755e-08  2.16312227e-06 
 2.98708461e+03  9.07821649e-08  2.13867553e-06 
 3.05596598e+03  8.97562503e-08  2.11450667e-06 
 3.12643573e+03  8.87419983e-08  2.09061257e-06 
 3.19853049e+03  8.77392770e-08  2.06699011e-06 
 3.27228774e+03  8.67479562e-08  2.04363622e-06 
 3.34774581e+03  8.57679070e-08  2.02054788e-06 
 3.42494392e+03  8.47990022e-08  1.99772207e-06 
 3.50392221e+03  8.38411158e-08  1.97515585e-06 
 3.58472171e+03  8.28941233e-08  1.95284626e-06 
 3.66738442e+03  8.19579017e-08  1.93079042e-06 
 3.75195331e+03  8.10323294e-08  1.90898545e-06 
 3.83847234e+03  8.01172861e-08  1.88742853e-06 
 3.92698648e+03  7.92126528e-08  1.86611685e-06 
 4.01754173e+03  7.83183120e-08  1.84504765e-06 
 4.11018515e+03  7.74341475e-08  1.82421818e-06 
 4.20496491e+03  7.65600444e-08  1.80362573e-06 
 4.30193027e+03  7.56958892e-08  1.78326765e-06 
 4.40113162e+03  7.48415695e-08  1.76314127e-06 
 4.50262052e+03  7.39969743e-08  1.74324398e-06 
 4.60644974e+03  7.31619938e-08  1.72357320e-06 
 4.71267322e+03  7.23365197e-08  1.70412636e-06 
 4.82134619e+03  7.15204445e-08  1.68490096e-06 
 4.93252513e+03  7.07136623e-08  1.66589447e-06 
 5.04626783e+03  6.99160683e-08  1.64710445e-06 
 5.16263340e+03  6.91275586e-08  1.62852843e-06 
